Time (milliseconds),Channel 1 Data (μV),Channel 2 Data (μV),Channel 3 Data (μV),Channel 4 Data (μV),Channel 5 Data (μV),Channel 6 Data (μV),Channel 7 Data (μV),Channel 8 Data (μV),Channel 9 Data (μV),Channel 10 Data (μV),Channel 11 Data (μV),Channel 12 Data (μV),Channel 13 Data (μV),Channel 14 Data (μV),Channel 15 Data (μV),Channel 16 Data (μV),Channel 17 Data (μV),Channel 18 Data (μV),Channel 19 Data (μV),Channel 20 Data (μV),Channel 21 Data (μV),Extra Channel extra_1 Data (μV),Extra Channel extra_2 Data (μV),Extra Channel extra_3 Data (μV)
92.0,354621.88,356800.72,427231.66,10813.264,4715.728,17806.455,3327.488,25249.889,4464.344,12922.96,13333.0,3146.856,8151.488,15079.288,-2243.696,18832.896,11721.248,16264.384,13778.416,28506.088,27222.904,14232.944,46506.574,52677.543
96.0,354612.78,356791.62,427224.7,10352.304,4242.976,17444.656,2852.056,24890.232,4324.448,12621.192,13144.864,2735.208,7763.424,14612.432,-2635.512,18396.592,11499.344,15783.592,13411.256,28053.703,26821.977,13758.584,46210.703,52280.902
100.0,354628.84,356805.56,427245.06,10569.384,4475.064,17614.568,3083.608,25090.695,4398.416,12776.632,13248.848,2951.752,7953.704,14857.92,-2444.16,18620.104,11608.688,16041.944,13592.424,28297.584,26987.064,14015.328,46391.336,52515.67
104.0,354641.72,356817.88,427258.47,10589.752,4487.392,17623.68,3076.104,25060.68,4405.92,12758.944,13252.6,2917.984,7929.048,14837.016,-2454.88,18593.305,11609.224,15987.272,13569.376,28262.744,27011.72,13966.016,46344.703,52464.215
108.0,354632.6,356811.97,427248.8,10461.648,4365.72,17486.465,2927.096,24923.465,4309.976,12624.944,13123.96,2758.256,7769.32,14679.432,-2606.032,18434.648,11481.12,15819.504,13409.112,28115.344,26899.695,13802.536,46207.49,52310.92
112.0,354620.8,356802.88,427240.25,10854.536,4749.496,17841.297,3363.936,25280.44,4479.888,12949.76,13349.616,3184.376,8182.576,15114.128,-2214.752,18870.416,11731.968,16294.936,13798.784,28543.072,27263.104,14264.568,46531.23,52715.062
116.0,354620.28,356798.6,427242.38,10395.184,4290.144,17487.535,2892.256,24930.969,4350.176,12651.744,13176.488,2776.48,7797.192,14653.704,-2597.992,18437.328,11520.248,15815.752,13442.344,28096.584,26863.783,13796.64,46250.902,52321.64
120.0,354637.97,356812.53,427264.38,10587.608,4499.72,17639.225,3100.224,25113.207,4418.784,12794.856,13270.824,2973.192,7970.32,14877.216,-2424.864,18638.328,11622.624,16058.56,13614.936,28316.344,27009.576,14029.8,46419.742,52537.65
124.0,354642.25,356820.03,427271.3,10599.936,4497.576,17636.008,3086.288,25067.648,4423.072,12770.2,13262.248,2928.168,7936.016,14846.664,-2447.376,18601.88,11617.8,15993.704,13584.384,28271.32,27031.016,13969.232,46372.04,52479.223
128.0,354631.53,356814.66,427263.28,10461.648,4366.256,17491.824,2926.56,24919.713,4321.768,12628.16,13129.856,2763.616,7772.536,14682.648,-2609.784,18435.184,11487.016,15821.648,13417.152,28114.271,26905.592,13797.176,46226.785,52312.527
132.0,354626.2,356808.78,427257.4,10850.784,4751.104,17842.367,3357.504,25278.832,4486.32,12946.544,13355.512,3180.624,8174.536,15118.416,-2219.04,18866.129,11749.12,16294.4,13798.784,28537.176,27252.385,14254.384,46537.13,52713.992
136.0,354625.1,356806.62,427256.84,10386.072,4284.248,17479.496,2877.784,24924.0,4352.32,12645.848,13172.736,2763.08,7779.504,14653.704,-2607.104,18430.896,11527.216,15807.176,13428.944,28082.648,26846.633,13777.88,46241.258,52320.566
140.0,354638.5,356820.03,427278.28,10557.056,4463.808,17609.207,3061.632,25081.049,4406.456,12769.128,13246.704,2936.744,7936.016,14845.592,-2457.56,18609.385,11606.544,16026.4,13579.56,28283.111,26975.271,13990.136,46392.945,52507.633
144.0,354643.88,356827.53,427283.12,10603.688,4501.328,17636.545,3089.504,25071.4,4422.0,12776.096,13262.248,2935.136,7945.128,14855.24,-2439.872,18614.207,11629.056,16011.928,13589.208,28280.969,27026.191,13983.168,46373.113,52486.727
148.0,354647.62,356827.53,427284.72,10434.312,4345.888,17469.312,2894.936,24904.168,4311.584,12611.008,13122.888,2738.424,7747.344,14660.136,-2623.72,18409.992,11487.552,15799.136,13396.248,28086.936,26863.783,13774.664,46203.2,52296.45
152.0,354632.6,356815.75,427274.0,10838.456,4737.704,17825.217,3340.888,25268.111,4478.816,12936.896,13345.328,3172.584,8166.496,15106.088,-2228.152,18857.016,11739.472,16286.36,13788.064,28525.385,27232.553,14246.88,46534.984,52716.67
156.0,354624.03,356809.3,427271.88,10400.008,4291.216,17482.713,2890.112,24928.824,4353.928,12656.568,13172.736,2782.912,7803.624,14660.136,-2596.384,18448.049,11534.184,15825.936,13446.096,28096.584,26857.352,13798.248,46260.55,52342.008
160.0,354633.16,356820.03,427287.4,10560.272,4462.736,17608.137,3067.528,25083.729,4407.528,12777.168,13246.168,2951.752,7953.704,14845.056,-2454.344,18619.031,11610.832,16036.584,13589.208,28289.545,26982.24,14001.928,46406.88,52520.496
164.0,354642.25,356828.6,427295.97,10609.584,4506.688,17640.832,3095.936,25079.44,4427.36,12785.744,13264.392,2951.752,7963.352,14860.064,-2431.832,18623.855,11631.736,16024.792,13599.392,28287.936,27033.695,13995.496,46388.656,52495.305
168.0,354641.72,356828.06,427294.9,10428.952,4342.136,17463.951,2893.328,24901.488,4313.728,12613.152,13117.528,2743.784,7757.528,14652.632,-2628.544,18407.312,11483.264,15799.136,13398.928,28084.256,26868.607,13775.2,46210.703,52288.945
172.0,354636.38,356822.16,427291.7,10856.68,4765.576,17842.904,3362.328,25288.48,4489.0,12956.728,13357.656,3197.776,8195.44,15129.136,-2213.144,18869.344,11753.944,16310.48,13814.864,28544.68,27249.168,14271.536,46562.855,52729.0
176.0,354628.84,356815.75,427287.4,10460.04,4359.824,17541.672,2956.576,24989.928,4388.768,12716.064,13219.904,2854.736,7874.376,14728.208,-2539.032,18503.256,11581.888,15899.368,13514.704,28159.297,26910.416,13870.072,46325.406,52401.504
180.0,354646.53,356828.06,427306.72,10592.968,4508.832,17646.729,3105.584,25129.824,4441.296,12824.336,13291.192,3004.816,8001.408,14889.008,-2415.752,18647.977,11653.176,16080.536,13634.768,28321.703,27006.36,14044.272,46449.223,52570.344
184.0,354649.75,356835.56,427314.22,10663.184,4566.72,17692.824,3148.464,25137.863,4470.776,12846.848,13320.672,3027.864,8030.352,14922.776,-2380.376,18674.24,11683.728,16089.112,13661.568,28340.465,27077.648,14056.6,46446.543,52570.344
188.0,354645.47,356832.34,427308.84,10433.776,4346.96,17470.385,2890.112,24909.527,4338.384,12631.376,13144.864,2755.04,7768.784,14655.848,-2620.504,18411.064,11506.848,15803.424,13412.864,28083.184,26872.36,13775.736,46225.176,52306.098
192.0,354640.12,356828.06,427304.03,10827.736,4737.168,17814.496,3323.736,25262.217,4488.464,12936.36,13352.296,3159.184,8157.384,15093.224,-2239.408,18838.256,11743.76,16275.64,13781.096,28505.016,27215.936,14231.336,46529.09,52710.777
196.0,354630.47,356820.56,427298.12,10412.336,4314.264,17499.328,2902.44,24944.367,4370.008,12673.184,13189.888,2796.848,7818.096,14676.752,-2588.344,18455.553,11551.872,15845.768,13452.528,28103.016,26863.783,13812.184,46265.375,52355.945
200.0,354642.78,356829.12,427313.12,10529.72,4443.976,17589.377,3036.976,25066.04,4405.384,12765.376,13242.952,2940.496,7938.696,14820.936,-2476.32,18585.264,11606.544,16016.752,13560.8,28258.455,26950.615,13976.736,46382.76,52495.84
204.0,354651.38,356839.84,427326.53,10606.368,4508.832,17641.904,3093.792,25086.943,4433.256,12793.784,13276.184,2973.192,7974.608,14864.888,-2429.688,18617.424,11641.384,16038.192,13600.464,28286.863,27022.44,14001.392,46392.406,52502.81
208.0,354647.1,356839.84,427325.47,10397.864,4313.728,17440.367,2864.384,24880.584,4306.76,12597.608,13108.952,2723.952,7730.728,14622.616,-2652.664,18379.977,11468.256,15771.264,13371.592,28056.385,26840.736,13745.72,46196.23,52272.863
212.0,354647.1,356838.78,427324.4,10828.808,4746.816,17816.104,3334.992,25267.04,4473.456,12931.536,13341.576,3160.256,8151.488,15101.264,-2230.832,18840.936,11734.112,16274.032,13776.272,28514.664,27217.008,14238.84,46536.055,52710.777
216.0,354637.97,356829.12,427315.8,10417.696,4319.088,17496.111,2909.944,24941.688,4358.752,12664.608,13185.064,2789.344,7808.448,14679.968,-2578.696,18447.512,11544.368,15825.936,13447.168,28104.088,26864.32,13810.04,46263.77,52355.945
220.0,354642.78,356835.03,427329.22,10518.464,4429.504,17567.4,3022.504,25045.672,4389.84,12742.864,13227.944,2907.8,7908.68,14800.568,-2492.936,18563.824,11584.568,15972.264,13539.896,28241.305,26937.217,13953.688,46367.215,52481.367
224.0,354652.97,356842.53,427338.3,10614.408,4519.552,17640.297,3105.584,25086.943,4428.968,12790.568,13274.576,2956.04,7967.64,14868.104,-2427.544,18624.928,11632.808,16031.224,13601.0,28295.977,27027.264,14006.216,46392.406,52508.703
228.0,354649.22,356840.94,427334.56,10407.512,4324.984,17438.76,2872.424,24879.512,4304.616,12595.464,13111.632,2710.552,7724.832,14629.048,-2648.376,18377.832,11465.576,15766.976,13365.696,28057.992,26840.736,13748.4,46183.367,52265.895
